Территория,Пол,Год,Прибыл,Выбыл,Сальдо,Статус
Саратовская область,Всего,2027,68794,76912,-8118,прогноз
Саратовская область,Всего,2028,70911,75392,-4481,прогноз
Саратовская область,Всего,2029,70518,76383,-5865,прогноз
Саратовская область,Всего,2030,68844,78654,-9810,прогноз
Саратовская область,Всего,2031,69465,78632,-9167,прогноз
Саратовская область,Всего,2032,71659,77035,-5376,прогноз
Саратовская область,Всего,2033,71961,77330,-5369,прогноз
Саратовская область,Всего,2034,70641,79248,-8607,прогноз
Саратовская область,Всего,2035,70783,79704,-8921,прогноз
Саратовская область,Всего,2036,72329,78756,-6427,прогноз
Саратовская область,Всего,2037,72709,78974,-6265,прогноз
Саратовская область,Всего,2038,72085,80196,-8111,прогноз
Саратовская область,Всего,2039,72580,80298,-7718,прогноз
Саратовская область,Всего,2040,73648,79828,-6180,прогноз
Саратовская область,Всего,2041,73379,80694,-7315,прогноз
Саратовская область,Всего,2042,72833,81838,-9005,прогноз
Саратовская область,Всего,2043,74024,81246,-7222,прогноз
Саратовская область,Всего,2044,75445,80422,-4977,прогноз
Саратовская область,Всего,2045,74698,81767,-7069,прогноз
Саратовская область,Всего,2046,73503,83560,-10057,прогноз
Саратовская область,Всего,2047,74772,82888,-8116,прогноз
Саратовская область,Всего,2048,76889,81369,-4480,прогноз
Саратовская область,Всего,2049,76495,82360,-5865,прогноз
Саратовская область,Всего,2050,74822,84631,-9809,прогноз
Саратовская область,Всего,2051,75442,84610,-9168,прогноз
Саратовская область,Всего,2052,77636,83013,-5377,прогноз
Саратовская область,Всего,2053,77939,83308,-5369,прогноз
Саратовская область,Всего,2054,76618,85226,-8608,прогноз
Саратовская область,Всего,2055,76761,85681,-8920,прогноз
Саратовская область,Всего,2056,78307,84733,-6426,прогноз
Саратовская область,Всего,2057,78686,84952,-6266,прогноз
Саратовская область,Всего,2058,78062,86173,-8111,прогноз
Саратовская область,Всего,2059,78557,86276,-7719,прогноз
Саратовская область,Всего,2060,79625,85806,-6181,прогноз
Саратовская область,Всего,2061,79357,86672,-7315,прогноз
Саратовская область,Всего,2062,78810,87816,-9006,прогноз
Саратовская область,Всего,2063,80001,87222,-7221,прогноз
